N,P,K,temperature,humidity,ph,rainfall,label
79,49,42,13.47529848,28.44003457,5.119999999999999,1058.76348,Barley(JAV)
76,58,44,12.20793129,15.24503015,6.01,935.8084501,Barley(JAV)
70,50,45,21.99884651,12.49450192,5.63,851.3250338,Barley(JAV)
52,57,48,13.83427442,39.62569876,5.46,929.5777142,Barley(JAV)
76,60,45,28.47478279,32.02948167,5.159999999999999,908.313846,Barley(JAV)
54,37,44,16.81532628,12.04206741,5.279999999999999,1085.237259,Barley(JAV)
66,46,43,27.89435233,27.85802814,5.579999999999999,840.2896031,Barley(JAV)
58,37,46,20.98366909,32.73441531,5.76,1057.325183,Barley(JAV)
69,38,45,23.49474873,26.12214043,5.119999999999999,888.5357826,Barley(JAV)
78,37,42,18.67034635,25.67183446,5.98,999.1168704,Barley(JAV)
82,53,41,21.91887164,43.01137186,5.159999999999999,801.8564916,Barley(JAV)
79,51,41,15.198047,24.29181973,5.31,1094.937148,Barley(JAV)
1,60,15,22.38624224,65.91903722,5.26,565.9842721,Soyabean
19,75,19,30.94161584,67.84842999,5.61,536.8435563,Soyabean
7,66,18,23.21004837,66.56448531,5.81,419.0514347,Soyabean
26,61,22,32.79692685,65.04554686,5.01,550.490514,Soyabean
29,77,22,27.74066987,68.79880638,5.65,439.5136674,Soyabean
37,64,22,34.06047353,68.89047265,5.93,552.5536268,Soyabean
23,75,24,18.48892816,69.46913717,5.4,558.2235699,Soyabean
18,64,25,23.90048808,67.73325351,5.5,320.4414609,Soyabean
12,57,21,26.41195673,69.83473722,5.66,481.8490148,Soyabean
1,73,20,31.92809711,67.71175351,5.96,357.2408034,Soyabean
23,59,18,20.95918419,65.58231772,5.33,572.072794,Soyabean
36,55,17,30.77459961,67.36238483,5.49,437.8708259,Soyabean
6,64,16,34.62688356,69.99772187,5.43,543.6478745,Soyabean
17,78,24,31.41888324,69.60992018,5.51,503.2270169,Soyabean
32,61,25,31.67379806,67.43837397,5.94,380.0384442,Soyabean
9,74,19,34.47659511,65.54835461,5.51,396.2197985,Soyabean
13,72,17,27.28673174,65.71779082,5.84,504.4533555,Soyabean
14,64,22,24.4055326,65.90120214,5.37,333.1532965,Soyabean
5,76,22,29.8461699,67.08169998,5.01,349.7201181,Soyabean
28,73,17,20.33187351,65.4130228,5.04,366.9523656,Soyabean
1,73,18,25.55687155,67.74264819,5.99,513.4477952,Soyabean
35,55,25,36.20924307,69.157959,5.41,526.9946322,Soyabean
7,70,24,33.48433198,69.8607361,5.1,356.2543338,Soyabean
28,78,15,29.25448867,67.39913628,5.54,306.0938161,Soyabean
19,68,24,22.59160651,68.07707293,5.21,327.9091052,Soyabean
33,68,15,21.71518798,66.38617781,5.91,555.6541305,Soyabean
15,68,20,21.21908305,68.26400664,5.77,533.2213139,Soyabean
34,70,24,19.49387197,65.28277589,5.43,559.611356,Soyabean
16,57,21,28.98688181,67.39352445,5.48,360.6335159,Soyabean
37,55,16,18.52157966,68.00187914,5.56,407.8807886,Soyabean
37,79,22,28.54757595,69.64728722,5.29,447.5010909,Soyabean
9,61,21,31.36481941,69.81430458,5.51,432.778038,Soyabean
4,74,15,29.88670369,68.0475969,5.61,539.5618849,Soyabean
34,57,22,22.01446812,67.50190568,5.23,382.0570899,Soyabean
36,56,25,35.80445088,66.2966637,5.93,399.3505257,Soyabean
3,61,22,37.43759489,66.97244094,5.73,301.4749157,Soyabean
31,77,24,28.10170326,65.93439789,5.65,352.6754226,Soyabean
9,72,23,22.63774738,69.44208986,5.65,410.0519881,Soyabean
40,73,15,34.84033572,69.08519165,5.54,341.5667542,Soyabean
18,77,19,29.05792372,68.48220182,5.31,367.5862802,Soyabean
17,79,24,32.5859414,65.41764375,5.08,527.8081328,Soyabean
37,58,22,34.81779442,67.83735607,5.73,550.74471,Soyabean
30,62,20,23.31234924,69.84337608,5.46,556.6075171,Soyabean
33,71,15,34.36411666,65.44560911,5.23,498.0391506,Soyabean
5,72,21,36.03734414,66.82710838,5.85,518.0641918,Soyabean
9,69,19,30.92327436,65.10736622,5.21,505.2140897,Soyabean
0,65,18,34.61492839,66.01249467,5.39,407.9617907,Soyabean
26,57,21,35.05328649,68.4433557,5.66,382.3343686,Soyabean
30,62,23,37.60477044,68.67864149,5.71,562.9507046,Soyabean
9,76,19,22.00070739,68.64407559,5.49,402.233162,Soyabean
18,64,20,26.21422511,69.91377403,5.76,333.5041441,Soyabean
23,56,25,31.0132153,69.08395729,5.64,585.6103238,Soyabean
21,74,22,37.90060708,68.371285,5.02,335.0473138,Soyabean
34,74,20,37.95933667,65.20975463,5.4,399.8361679,Soyabean
28,59,21,37.83873857,67.76851088,5.27,598.6092027,Soyabean
16,63,18,19.5130677,69.74163835,5.95,525.1449684,Soyabean
33,64,21,24.95802669,65.28303962,5.73,318.2766717,Soyabean
20,71,19,22.29414669,69.72415601,5.22,582.5272056,Soyabean
36,73,19,35.25421472,66.88707735,5.01,406.1071842,Soyabean
24,73,22,23.0243509,69.01671354,5.45,512.6379861,Soyabean
39,79,25,37.32600876,68.2300895,5.97,331.9473845,Soyabean
37,64,17,37.19942876,65.40942395,5.09,522.0167631,Soyabean
16,63,22,33.14345799,67.0716324,5.56,442.109656,Soyabean
8,58,21,37.71548921,66.44834427,5.12,557.5997244,Soyabean
32,66,23,33.44366795,65.96995522,5.01,404.9463909,Soyabean
20,72,16,30.75062511,66.54612269,5.43,303.9772332,Soyabean
20,63,17,32.68533416,67.71643214,5.55,308.6599748,Soyabean
38,64,20,18.19773841,65.6694605,5.07,435.9057951,Soyabean
10,67,17,28.32566309,68.11582015,5.16,409.5538486,Soyabean
10,72,23,19.21265378,66.30171836,5.74,530.7012537,Soyabean
2,62,15,23.47711943,68.00602746,5.76,537.422281,Soyabean
35,59,15,22.20772149,65.19753853,5.05,353.6397058,Soyabean
7,75,23,20.32123535,69.07280099,5.99,567.7269919,Soyabean
26,69,17,28.76257948,66.7830197,5.86,455.723843,Soyabean
2,80,17,33.55790549,68.35182405,5.74,372.1954186,Soyabean
34,56,22,29.75472594,65.65372881,5.01,389.520759,Soyabean
26,76,18,36.99866979,69.60309797,5.48,319.4210588,Soyabean
3,73,23,20.01173328,69.37415428,5.93,513.1962685,Soyabean
35,74,15,24.52308329,69.50011053,5.93,363.9053095,Soyabean
30,68,25,37.63285689,68.53714046,5.29,340.0636289,Soyabean
37,78,20,27.07961058,68.73075466,5.79,530.3210857,Soyabean
40,56,23,23.20384624,66.39322626,5.89,390.5300007,Soyabean
27,65,23,19.39900655,67.87679931,5.87,446.4354147,Soyabean
2,73,19,22.11297623,66.4251844,5.4,330.8246236,Soyabean
1,76,16,32.49996027,69.24492616,5.34,428.6467829,Soyabean
13,72,23,18.35940489,69.16265603,5.94,577.2989135,Soyabean
40,71,24,20.46564893,66.41081549,5.46,528.7220609,Soyabean
15,74,20,29.11026479,65.23701865,5.76,366.8607694,Soyabean
3,56,19,36.32839156,68.50450747,5.58,310.6274585,Soyabean
29,77,25,24.89995602,66.56358798,5.06,431.8430993,Soyabean
1,74,17,20.66644204,65.70431139,5.45,494.7069969,Soyabean
35,73,17,26.98647841,65.98963778,5.13,438.2036391,Soyabean
17,63,21,27.28668236,69.4464419,5.51,430.6591539,Soyabean
34,74,24,18.26149542,68.78630592,5.72,575.0925014,Soyabean
34,68,24,23.62445462,66.3960852,5.65,404.4622551,Soyabean
12,77,22,29.18197502,66.03335295,5.13,311.0279034,Soyabean
32,79,22,28.87427316,68.26360616,5.4,388.2194705,Soyabean
39,57,23,24.5608122,67.72891097,5.36,425.8774242,Soyabean
38,71,17,32.50606094,67.54129938,5.41,567.9161655,Soyabean
6,73,25,25.8928138,67.3136614,5.79,336.5856216,Soyabean
38,26,62,14.34794853,75.1380589,4.85,2018.668415,Chickoo
28,34,56,14.3873998,76.24620736,5.15,2042.324329,Chickoo
49,35,62,11.74301537,80.10260332,4.71,1786.23601,Chickoo
45,45,61,36.73643521,77.41166262,4.89,1552.958736,Chickoo
25,44,64,27.61417943,80.08860183,4.56,1895.193857,Chickoo
27,48,57,10.84771423,74.26746679,4.86,1923.800138,Chickoo
28,32,62,24.01087122,75.23924104,4.89,1686.416168,Chickoo
52,34,57,24.72794908,83.53308369,4.59,1595.591902,Chickoo
43,25,59,27.81590321,80.85182052,4.85,1519.547807,Chickoo
43,27,56,26.52970096,73.54035281,4.65,1954.007602,Chickoo
56,42,58,11.22175652,74.78867379,5.0,2050.688014,Chickoo
31,50,62,10.51197013,83.9069434,4.82,2017.664372,Chickoo
27,37,62,31.10378424,81.07400778,4.52,1416.024184,Chickoo
51,44,59,20.25477536,72.52950485,5.05,1350.963066,Chickoo
52,42,64,35.00844608,76.05503952,5.07,1611.077154,Chickoo
35,44,64,12.62226573,74.53770044,5.37,1874.209041,Chickoo
47,47,58,34.22701181,83.99727138,4.69,1745.028075,Chickoo
45,25,56,31.56698551,80.04775837,4.83,1289.228829,Chickoo
46,32,63,33.33698176,82.51605225,4.71,2405.302743,Chickoo
60,45,64,14.40018837,70.2451682,4.79,1419.038877,Chickoo
32,38,59,33.81810706,81.7557945,5.08,1395.412041,Chickoo
30,36,55,33.78227547,78.05347712,4.53,1958.44021,Chickoo
55,46,56,18.57558909,79.22461537,5.15,1331.562475,Chickoo
52,43,59,24.04272785,71.09634273,5.18,1288.343312,Chickoo
44,47,65,19.55606101,77.97890752,5.22,2245.740144,Chickoo
35,41,65,32.1649723,80.91388601,5.34,1922.040029,Chickoo
37,46,63,17.80342419,79.85671144,4.53,1900.817054,Chickoo
41,25,63,31.81827415,75.2866944,4.85,1459.265848,Chickoo
50,50,55,35.32930322,84.16521963,4.56,2017.776018,Chickoo
24,48,60,16.49192301,81.14389929,4.83,2008.691609,Chickoo
24,26,58,20.41114621,78.70739877,4.62,1803.085878,Chickoo
23,42,60,15.96970488,82.72627357,4.85,1667.573267,Chickoo
29,39,56,19.03976291,72.02952618,4.9,1350.962218,Chickoo
48,26,55,23.19019322,75.30409476,5.49,1371.088519,Chickoo
30,46,58,12.83672733,73.25605266,5.17,1461.499822,Chickoo
60,43,58,35.41256071,79.09048313,5.34,1785.726073,Chickoo
53,26,56,11.06844823,74.15267079,4.63,1675.568834,Chickoo
48,31,55,10.92996215,75.35797121,4.74,1615.31787,Chickoo
44,49,60,10.72006063,77.28413895,4.9,1505.196087,Chickoo
30,29,58,10.78918402,78.84069255,5.39,2296.080442,Chickoo
43,41,57,13.2924845,76.42441176,5.13,2425.629403,Chickoo
50,31,55,29.32395907,81.95518723,5.21,1501.617494,Chickoo
23,47,63,21.2211143,75.48626172,4.7,1609.943215,Chickoo
25,27,63,16.16336717,76.60104148,4.5,2242.643868,Chickoo
57,45,64,10.10852872,76.11140874,5.09,2135.693628,Chickoo
51,43,64,33.92935339,71.43718829,4.69,1622.352476,Chickoo
40,33,59,10.44021951,78.83087093,4.94,2238.187009,Chickoo
34,38,65,12.35166307,83.28168726,5.19,1521.234306,Chickoo
43,39,55,16.37546411,78.37738038,4.94,1776.984344,Chickoo
32,48,64,14.34500359,75.08676515,5.29,2013.044054,Chickoo
40,30,61,28.00689561,73.47307384,5.03,1516.254223,Chickoo
32,37,59,15.96594922,79.84635722,4.82,1446.336418,Chickoo
26,34,58,23.37673761,74.30399813,4.83,1714.564235,Chickoo
57,37,58,12.31524088,73.00332989,5.03,1326.794791,Chickoo
49,44,57,15.2313777,82.18206596,5.17,1278.917215,Chickoo
42,40,64,13.9289002,70.94718149,5.39,1767.615474,Chickoo
26,48,63,20.32979159,84.41084671,4.69,1687.841517,Chickoo
40,47,65,33.1511477,78.7751919,4.66,1764.33102,Chickoo
28,49,57,31.29120603,80.3080857,5.17,1643.833158,Chickoo
56,48,60,27.49732489,77.89458186,4.96,1650.267805,Chickoo
20,29,56,31.37718254,76.29981528,5.03,1764.058733,Chickoo
41,29,55,18.08802836,81.48838175,4.8,1380.476896,Chickoo
30,42,59,11.64210561,76.70839134,5.26,2042.825868,Chickoo
29,39,55,34.99658924,83.94100249,4.82,2183.604918,Chickoo
53,26,57,22.16011453,83.46973018,5.31,1779.580915,Chickoo
60,36,61,36.1197183,73.95054088,4.8,1287.411388,Chickoo
24,29,62,30.40781088,74.51953561,4.57,1785.508126,Chickoo
50,45,55,23.99051159,77.59182361,4.52,1385.566253,Chickoo
46,39,65,32.41031884,83.26070734,4.53,2152.955309,Chickoo
53,41,64,27.83630502,78.66054514,5.04,1875.448122,Chickoo
34,26,61,21.64503253,84.15942076,5.31,2123.65728,Chickoo
26,50,59,35.10833497,77.7747503,4.51,1309.039299,Chickoo
46,31,60,13.48674462,78.05734444,4.96,2329.193629,Chickoo
29,26,57,18.98109758,73.31306515,4.83,2001.163146,Chickoo
37,33,59,11.69411263,80.44057947,4.77,1912.298051,Chickoo
60,32,60,25.49501234,71.02399742,4.78,1690.055237,Chickoo
53,49,58,33.91320901,73.22766467,5.3,1267.781752,Chickoo
52,45,63,36.59696936,76.32066901,5.37,1856.288847,Chickoo
28,40,57,27.824807,71.72305124,5.02,1253.144027,Chickoo
43,31,65,28.46671399,79.04811913,4.97,2481.210864,Chickoo
35,38,61,14.43882802,70.26292456,4.88,1572.077345,Chickoo
23,34,63,31.77579071,81.63183932,5.38,2053.458932,Chickoo
57,33,63,12.52918925,72.26349506,4.77,2326.828825,Chickoo
37,29,61,30.03851944,79.17143945,4.96,1516.424853,Chickoo
52,45,59,24.56364038,71.97886069,4.76,2204.498558,Chickoo
21,50,58,25.36772596,73.93030452,5.46,1912.687026,Chickoo
37,27,59,26.83194699,77.77748951,4.63,2289.438452,Chickoo
28,45,62,21.17180718,74.10390707,4.92,1431.909871,Chickoo
20,48,62,11.91921545,77.68109243,5.39,1515.112321,Chickoo
59,25,58,14.57873187,70.71116562,4.71,1888.501434,Chickoo
47,25,64,37.31716683,76.45410961,4.76,2002.427401,Chickoo
51,32,56,23.28045718,77.23795031,5.13,2436.417003,Chickoo
37,31,61,35.49314885,74.93461203,4.77,1904.301272,Chickoo
41,43,57,14.18610554,77.16756686,4.7,1604.769855,Chickoo
54,25,65,13.9146343,71.74335829,4.78,1865.363486,Chickoo
47,37,65,33.80106446,70.47051,4.92,1418.526875,Chickoo
25,47,61,34.62336797,76.03695429,4.6,2345.467869,Chickoo
49,36,55,15.23024602,83.33573754,4.62,1726.378044,Chickoo
43,35,64,27.07461912,71.18255278,5.26,1437.910083,Chickoo
21,28,61,35.06534154,73.50155669,5.24,1896.897884,Chickoo
70,52,55,6.169069133,87.25316294,4.75,988.5000811,Guava
31,67,47,8.838004256,91.16561346,4.65,954.3155965,Guava
36,46,46,8.082104913,92.5064431,5.1,938.9907926,Guava
44,61,55,5.555836745,85.89533214,4.66,920.8804421,Guava
50,57,51,7.912018307,89.03894167,4.64,978.071256,Guava
35,51,53,9.615652725,89.03178874,4.98,988.9351065,Guava
64,62,54,5.199262799,94.83220082,4.72,963.2235172,Guava
43,59,45,5.16199196,91.14564193,5.16,906.4237941,Guava
63,66,54,7.792482456,94.73410256,5.09,942.2148679,Guava
48,62,50,7.317198243,90.89502514,4.6,971.4277764,Guava
34,52,48,6.678289248,88.63842451,5.03,986.1908204,Guava
67,65,45,7.442777026,90.64294895,5.43,942.8971528,Guava
36,56,49,5.715397981,92.63631291,5.43,926.6434703,Guava
39,62,53,9.276316591,94.86728872,5.04,943.3278754,Guava
33,66,47,9.570426101,90.25797864,5.19,975.1268871,Guava
42,52,47,6.885050232,94.44035286,4.89,984.4320637,Guava
45,66,52,8.498107621,86.47931288,5.01,961.4135478,Guava
39,60,51,9.62843045,85.58344423,4.7,937.4852054,Guava
53,50,47,7.729615066,85.36224735,4.75,959.5088165,Guava
67,47,49,8.545586214,87.80205822,5.29,943.1765705,Guava
62,66,49,6.230875324,92.63739181,5.46,940.7782586,Guava
43,65,48,7.760139167,89.82377493,4.84,983.7692153,Guava
40,51,53,9.00393022,94.81786091,4.93,982.5170632,Guava
64,50,53,6.684177369,89.99684336,5.45,922.5546756,Guava
49,48,49,6.093751539,85.25663587,5.06,936.9940808,Guava
68,57,48,6.936812103,94.94443478,5.26,943.4027533,Guava
32,54,48,6.366798878,88.34769072,4.83,968.8431333,Guava
60,69,45,7.741423542,87.94102695,4.75,939.0075492,Guava
54,60,55,7.326960341,93.25314842,5.37,935.0940954,Guava
64,52,55,9.767465703,86.76876735,4.8,965.823653,Guava
55,51,51,5.610327774,92.34404387,4.83,978.8882612,Guava
30,59,46,7.540080889,93.95370787,4.52,943.0190908,Guava
44,48,50,7.360971944,88.12431074,5.31,926.0725302,Guava
61,64,55,7.845350676,87.51456945,4.64,910.1624337,Guava
62,59,49,6.582959311,86.55622714,4.89,974.5096837,Guava
57,58,46,8.034187492,87.8934267,4.82,911.954426,Guava
49,51,45,8.629918708,91.70060055,5.17,977.587449,Guava
49,57,45,9.72668657,94.00521891,5.13,991.3481708,Guava
38,55,51,8.225153468,91.4458786,5.23,976.42006,Guava
58,64,55,8.618619046,89.7467027,4.67,992.8245894,Guava
40,70,48,8.520229512,85.57767334,4.9,907.0525252,Guava
53,57,53,5.153364438,93.405868,4.6,978.0990782,Guava
31,57,47,7.187792701,89.10891123,5.37,924.1918342,Guava
56,50,54,8.356899349,92.54616271,4.96,977.0713605,Guava
67,52,48,9.132335482,88.51657576,4.75,976.1416662,Guava
50,59,45,9.149335893,87.72730708,5.32,928.8034378,Guava
42,61,46,6.963146484,91.39337117,5.0,980.999597,Guava
45,59,47,5.315192317,88.57649738,5.27,930.2465831,Guava
62,51,51,6.738791076,92.42349571,5.31,922.0047207,Guava
52,48,46,6.375714894,87.48456912,4.92,924.6308347,Guava
50,49,46,6.664214767,93.02291313,4.92,913.176612,Guava
70,49,55,5.090305896,88.47599766,4.74,926.2808308,Guava
59,56,52,8.098598284,89.44659809,5.03,935.051,Guava
33,55,55,9.577044719,91.28851592,5.02,901.1256032,Guava
47,70,52,8.044483216,92.26131356,4.87,917.2941662,Guava
62,66,45,9.702632967,86.87612645,4.78,989.4151349,Guava
55,48,45,9.995596364,87.81811358,4.74,922.189174,Guava
46,51,49,6.018902485,92.54458926,4.95,950.8793776,Guava
50,70,51,5.524982016,87.6746895,4.56,947.7893001,Guava
68,50,51,8.053875201,91.58248016,5.23,959.1003961,Guava
34,61,48,8.707533669,92.4266407,5.26,977.2537565,Guava
45,46,46,7.516641359,90.49139011,5.39,981.0121046,Guava
40,68,47,7.616464957,90.46512431,5.14,957.3127374,Guava
49,53,54,6.092456298,85.49790991,4.84,941.2856558,Guava
62,66,54,7.103818952,94.05939468,4.99,975.5553793,Guava
68,56,47,5.445500725,93.70322135,4.83,907.8791706,Guava
44,59,53,9.264143188,93.80697229,4.97,946.7297484,Guava
43,55,54,9.111343301,91.51905815,4.75,981.6931038,Guava
58,47,50,8.587225771,90.95037687,4.97,985.6239243,Guava
50,55,47,8.870946106,90.94396762,4.58,929.4685012,Guava
58,60,52,8.850288957,93.59348751,5.02,932.571228,Guava
36,70,46,5.725467962,94.05570899,5.48,991.0946865,Guava
47,64,48,8.816336761,85.02503814,5.33,979.8933697,Guava
69,66,55,8.259523276,90.99488508,4.95,901.4775456,Guava
46,69,54,7.201884548,94.11079957,5.06,944.3697541,Guava
69,50,53,5.923242929,94.64081016,5.31,918.4675562,Guava
68,63,54,6.848017014,91.33215579,5.39,989.5722052,Guava
41,55,46,7.632836831,87.2111737,5.11,937.4377956,Guava
38,69,51,5.539916369,90.64711606,4.97,917.3874914,Guava
45,58,50,5.737507386,88.30847915,4.91,999.6189848,Guava
45,53,50,5.803633743,85.22236269,4.89,986.4271411,Guava
64,51,54,8.69387718,93.59411982,5.1,908.8219337,Guava
65,58,45,5.875524777,87.9858051,4.64,935.9404579,Guava
37,54,48,8.422845826,90.61816436,5.2,996.8552123,Guava
63,53,46,7.696043263,93.17415396,4.74,918.520351,Guava
40,57,54,7.216647104,94.22894096,4.75,905.7034093,Guava
58,57,54,9.431940481,94.08246824,5.01,962.603965,Guava
45,67,47,9.553909774,85.73264213,5.03,957.727895,Guava
66,48,51,7.386718965,92.21948407,4.87,997.2273608,Guava
67,53,53,6.040879975,89.68966388,4.56,953.6673902,Guava
30,59,54,5.334217743,87.93648184,5.13,966.8192037,Guava
39,70,53,9.780901491,93.08007921,4.86,983.6545864,Guava
60,61,49,9.374579019,90.20542056,4.67,950.9950998,Guava
37,68,49,7.784371775,86.40524459,5.14,998.7070021,Guava
41,66,46,8.66436477,90.31019647,4.53,986.3946577,Guava
49,59,53,8.578257848,94.87850191,4.73,979.899619,Guava
69,64,53,7.987118713,87.62459858,5.41,913.5500465,Guava
47,63,52,7.113387118,89.12344423,5.38,928.6223776,Guava
53,51,55,8.425720946,90.10052088,4.79,980.210382,Guava
35,45,46,8.791593747,90.71330693,5.18,948.2774822,Guava
95,23,45,22.62699869,87.20723601,6.7,794.1591027,Brinjal
61,25,36,22.21308017,88.35244148,6.98,783.1754439,Brinjal
83,15,40,17.16746965,84.58809732,6.33,857.8056359,Brinjal
82,11,42,23.96009314,80.38956962,6.54,773.5999168,Brinjal
100,12,38,28.49570206,82.86587393,6.88,745.6263205,Brinjal
70,18,43,27.18909623,81.39982829,6.48,814.7685237,Brinjal
61,20,35,22.12844725,87.82111018,6.77,754.276274,Brinjal
98,16,40,28.23490028,86.5875167,6.04,812.3996158,Brinjal
100,27,39,17.61549929,87.87258017,6.62,987.063809,Brinjal
92,31,40,25.82507394,84.17634205,6.39,770.0116353,Brinjal
78,13,39,23.57191889,87.97987647,6.49,898.8896348,Brinjal
83,20,44,25.06506971,83.98660409,6.25,941.6551765,Brinjal
66,31,45,27.44179019,83.61580864,6.12,780.168586,Brinjal
82,35,40,30.71475189,88.83864942,6.87,936.8996272,Brinjal
77,15,45,31.89074063,89.25044977,6.06,874.4570736,Brinjal
81,33,42,22.26522515,87.50884037,6.1,825.9022972,Brinjal
84,34,44,15.19004997,86.0641062,6.2,888.4567515,Brinjal
88,20,36,20.01372316,84.02077826,6.78,992.8289399,Brinjal
84,23,36,20.00428727,86.24393784,6.99,878.5812233,Brinjal
84,24,36,17.58160225,85.52301133,6.28,961.4324125,Brinjal
79,30,38,25.08066124,82.60949834,6.35,964.8923269,Brinjal
75,30,39,27.26254372,85.69162977,6.05,933.1354922,Brinjal
99,14,36,18.21786233,82.79864958,6.79,974.3328098,Brinjal
72,29,41,20.39362838,84.35076728,6.34,816.0250473,Brinjal
98,33,41,16.88590823,86.03291351,6.81,847.2654804,Brinjal
86,18,36,28.9031377,83.03520419,6.34,941.4806346,Brinjal
70,23,36,19.35641091,81.0156288,6.15,770.3265247,Brinjal
91,31,36,15.22504875,81.56374161,6.7,995.3298291,Brinjal
74,30,41,22.52883989,86.0617366,6.2,601.7649596,Brinjal
68,22,38,27.85113644,88.04699241,6.83,695.2232001,Brinjal
96,25,45,25.34793064,82.7558292,6.01,749.9387886,Brinjal
94,30,42,18.34152574,87.99290981,6.12,985.8910954,Brinjal
66,26,39,30.80603068,89.61369201,6.96,863.9831072,Brinjal
72,25,42,20.90866682,87.91648267,6.86,694.1486042,Brinjal
68,26,42,19.86845055,86.37748999,6.14,966.5175469,Brinjal
97,25,44,18.8400129,80.72665238,6.69,823.5232171,Brinjal
80,10,36,30.1498939,80.42311934,6.67,871.4161032,Brinjal
72,17,45,25.37283529,81.98914358,6.19,748.9124974,Brinjal
69,31,39,29.88979901,86.68377931,6.54,946.8188361,Brinjal
67,32,37,15.12294294,86.67890978,6.53,923.084303,Brinjal
